,Quantity/Units,Weight(1000 Tons),Value(million SAR),Country Group,Commodity,Commodity Code
5555,0,1,17,Other Arab League Countries,"OTHER TRANSFORMERS, OVER 16 BUT NOT MORE THAN 500 KVA",85043300
5556,0,0,0,Other Country Groups,"OTHER TRANSFORMERS, OVER 16 BUT NOT MORE THAN 500 KVA",85043300
5557,0,1,30,Gulf Cooperation Council,"OTHER TRANSFORMERS, OVER 500 KVA",85043400
5558,0,1,13,Other Arab League Countries,"OTHER TRANSFORMERS, OVER 500 KVA",85043400
5559,0,0,1,European Union,"OTHER TRANSFORMERS, OVER 500 KVA",85043400
5560,0,0,0,Other Country Groups,"OTHER TRANSFORMERS, OVER 500 KVA",85043400
5561,0,0,2,Gulf Cooperation Council,Static converters for automatic data processing machines and unit,85044010
5562,0,0,1,European Union,Static converters for automatic data processing machines and unit,85044010
5563,0,0,1,Other Country Groups,Static converters for automatic data processing machines and unit,85044010
5564,0,0,16,Gulf Cooperation Council,Other Static converters,85044090
5565,0,0,11,North America,Other Static converters,85044090
5566,0,0,1,European Union,Other Static converters,85044090
5567,0,0,0,Other Country Groups,Other Static converters,85044090
5568,0,0,3,Other Arab League Countries, inductors for power supplies for automatic data processing machi,85045010
5569,0,0,1,Other Country Groups, inductors for power supplies for automatic data processing machi,85045010
5570,0,1,25,Gulf Cooperation Council,Other inductors for power supplies for automatic data processing ,85045090
5571,0,0,4,North America,Other inductors for power supplies for automatic data processing ,85045090
5572,0,0,1,Other Country Groups,Other inductors for power supplies for automatic data processing ,85045090
5573,0,0,7,Gulf Cooperation Council,"PARTS FOR TRANSFORMERS, STATIC CONVERTERS AND INDUCTORS",85049000
5574,0,1,5,Other Arab League Countries,"PARTS FOR TRANSFORMERS, STATIC CONVERTERS AND INDUCTORS",85049000
5575,0,0,2,"Asian not Arabic ,not Islamic","PARTS FOR TRANSFORMERS, STATIC CONVERTERS AND INDUCTORS",85049000
5576,0,0,1,"African not Arabic,not Islamic","PARTS FOR TRANSFORMERS, STATIC CONVERTERS AND INDUCTORS",85049000
5577,0,0,5,European Union,"PARTS FOR TRANSFORMERS, STATIC CONVERTERS AND INDUCTORS",85049000
5578,0,0,0,Other Country Groups,"PARTS FOR TRANSFORMERS, STATIC CONVERTERS AND INDUCTORS",85049000
5579,0,0,2,Gulf Cooperation Council,PERMANENT MAGNETS AND THE LIKE OF METAL,85051100
5580,0,0,1,"Asian not Arabic ,not Islamic",PERMANENT MAGNETS AND THE LIKE OF METAL,85051100
5581,0,0,0,Other Country Groups,PERMANENT MAGNETS AND THE LIKE OF METAL,85051100
5582,0,0,1,Gulf Cooperation Council,OTHER PERMANENT MAGNETS AND THE LIKE,85051900
5583,0,0,0,Other Country Groups,OTHER PERMANENT MAGNETS AND THE LIKE,85051900
5584,0,3,39,Gulf Cooperation Council,DRY BATTERIES 1.5V FOR PORTABLE EQUIPMENT(maganese dioxide),85061010
5585,0,0,0,Other Country Groups,DRY BATTERIES 1.5V FOR PORTABLE EQUIPMENT(maganese dioxide),85061010
5586,0,2,23,Other Arab League Countries,OTHER DRY BATTERIES OF MERCURY OXIDE,85063090
5587,0,0,1,Islamic not Arabic countries,OTHER DRY BATTERIES OF MERCURY OXIDE,85063090
5588,0,0,0,Other Country Groups,OTHER DRY BATTERIES OF MERCURY OXIDE,85063090
5589,0,2,23,Other Arab League Countries,1.5 V ZINC AIR DRY BATTERIES FOR PORTABLE EQUIPMENT.,85066010
5590,0,1,9,Other Arab League Countries,DRY BATTERIES FOR PORTABLE EQUIPMENT 1.5 V,85068010
5591,0,0,0,Other Country Groups,DRY BATTERIES FOR PORTABLE EQUIPMENT 1.5 V,85068010
5592,0,0,2,Gulf Cooperation Council,OTHER DRY BATTERIES,85068090
5593,0,1,10,Other Arab League Countries,OTHER DRY BATTERIES,85068090
5594,0,0,0,Other Country Groups,OTHER DRY BATTERIES,85068090
5595,0,6,72,Gulf Cooperation Council,LEAD-ACID ELECTRIC ACCUMULATORS FOR PISTON ENGINES,85071000
5596,0,1,9,Other Arab League Countries,LEAD-ACID ELECTRIC ACCUMULATORS FOR PISTON ENGINES,85071000
5597,0,0,1,"Asian not Arabic ,not Islamic",LEAD-ACID ELECTRIC ACCUMULATORS FOR PISTON ENGINES,85071000
5598,0,0,1,"African not Arabic,not Islamic",LEAD-ACID ELECTRIC ACCUMULATORS FOR PISTON ENGINES,85071000
5599,0,1,13,North America,LEAD-ACID ELECTRIC ACCUMULATORS FOR PISTON ENGINES,85071000
5600,0,0,0,Other Country Groups,LEAD-ACID ELECTRIC ACCUMULATORS FOR PISTON ENGINES,85071000
5601,0,1,10,Gulf Cooperation Council,OTHER LEAD-ACID ACCUMULATORS,85072000
5602,0,0,1,Other Arab League Countries,OTHER LEAD-ACID ACCUMULATORS,85072000
5603,0,0,0,Other Country Groups,OTHER LEAD-ACID ACCUMULATORS,85072000
5604,0,0,1,Gulf Cooperation Council,OTHER ACCUMULATORS,85076000
5605,0,0,0,Other Country Groups,OTHER ACCUMULATORS,85076000
5606,0,0,1,Gulf Cooperation Council,OTHER ACCUMULATORS,85078000
5607,0,2,27,Other Arab League Countries,OTHER ACCUMULATORS,85078000
5608,0,0,0,Other Country Groups,OTHER ACCUMULATORS,85078000
5609,0,0,3,Gulf Cooperation Council," Vacuum Cleaners with a power not exceeding 1,500 W and having",85081100
5610,0,0,0,Other Country Groups," Vacuum Cleaners with a power not exceeding 1,500 W and having",85081100
5611,0,0,1,Gulf Cooperation Council, Other Vacuum Vleaners,85086000
5612,0,0,1,Other Arab League Countries, Other Vacuum Vleaners,85086000
5613,0,0,0,Other Country Groups, Other Vacuum Vleaners,85086000
5614,0,0,2,Gulf Cooperation Council,FOOD GRINDERS AND MIXERS; JUICE EXTRACTORS,85094000
5615,0,0,0,Other Country Groups,FOOD GRINDERS AND MIXERS; JUICE EXTRACTORS,85094000
5616,0,0,1,Gulf Cooperation Council,OTHER DOMESTIC APPLIANCES WITH ELECTRIC MOTOR,85098090
5617,0,0,1,Other Arab League Countries,OTHER DOMESTIC APPLIANCES WITH ELECTRIC MOTOR,85098090
5618,0,0,0,Other Country Groups,OTHER DOMESTIC APPLIANCES WITH ELECTRIC MOTOR,85098090
5619,0,0,1,Gulf Cooperation Council,HAIR REMOVER EQUIPMENT,85103000
5620,0,0,0,Other Country Groups,HAIR REMOVER EQUIPMENT,85103000
5621,0,0,1,North America,STARTER MOTORS AND DUAL PURPOSE STARTER-GENERATORS,85114000
5622,0,0,2,European Union,STARTER MOTORS AND DUAL PURPOSE STARTER-GENERATORS,85114000
5623,0,0,0,Other Country Groups,STARTER MOTORS AND DUAL PURPOSE STARTER-GENERATORS,85114000
5624,0,0,2,Gulf Cooperation Council,OTHER GENERATORS,85115000
5625,0,1,33,Other Arab League Countries,OTHER GENERATORS,85115000
5626,0,0,1,"African not Arabic,not Islamic",OTHER GENERATORS,85115000
5627,0,0,2,European Union,OTHER GENERATORS,85115000
5628,0,0,0,Other Country Groups,OTHER GENERATORS,85115000
5629,0,0,1,Gulf Cooperation Council,OTHER EQUIPMENT FOR STARTING ENGINES,85118000
5630,0,0,1,Other Arab League Countries,OTHER EQUIPMENT FOR STARTING ENGINES,85118000
5631,0,0,1,Islamic not Arabic countries,OTHER EQUIPMENT FOR STARTING ENGINES,85118000
5632,0,0,2,"Asian not Arabic ,not Islamic",OTHER EQUIPMENT FOR STARTING ENGINES,85118000
5633,0,0,1,North America,OTHER EQUIPMENT FOR STARTING ENGINES,85118000
5634,0,0,1,Other Country Groups,OTHER EQUIPMENT FOR STARTING ENGINES,85118000
5635,0,0,10,European Union,PARTS FOR ELECTRIC IGNITION STARTING EQUIPMENT,85119000
5636,0,0,0,Other Country Groups,PARTS FOR ELECTRIC IGNITION STARTING EQUIPMENT,85119000
5637,0,0,2,Gulf Cooperation Council,PORTABLE ELECTRIC LAMPS,85131000
5638,0,0,0,Other Country Groups,PORTABLE ELECTRIC LAMPS,85131000
5639,0,0,2,Gulf Cooperation Council,OTHER INDUCTION OR DIELECTRIC HEATING EQUIPMENT,85144000
5640,0,0,2,North America,OTHER INDUCTION OR DIELECTRIC HEATING EQUIPMENT,85144000
5641,0,0,0,Other Country Groups,OTHER INDUCTION OR DIELECTRIC HEATING EQUIPMENT,85144000
5642,0,0,3,Gulf Cooperation Council,OTHER BRAZING AND SOLDERING MACHINES,85151900
5643,0,0,0,Other Country Groups,OTHER BRAZING AND SOLDERING MACHINES,85151900
5644,0,0,1,European Union,AUTOMATIC MACHINES FOR RESISTANCE WELDING OF METAL,85152100
5645,0,0,0,Other Country Groups,AUTOMATIC MACHINES FOR RESISTANCE WELDING OF METAL,85152100
5646,0,0,4,Gulf Cooperation Council,OTHER MACHINES FOR RESISTANCE WELDING OF METAL,85152900
5647,0,0,0,Other Country Groups,OTHER MACHINES FOR RESISTANCE WELDING OF METAL,85152900
5648,0,0,4,Gulf Cooperation Council,AUTOMATIC MACHINES FOR ARC WELDING OF METAL,85153100
5649,0,0,2,"Asian not Arabic ,not Islamic",AUTOMATIC MACHINES FOR ARC WELDING OF METAL,85153100
5650,0,0,4,European Union,AUTOMATIC MACHINES FOR ARC WELDING OF METAL,85153100
5651,0,0,0,Other Country Groups,AUTOMATIC MACHINES FOR ARC WELDING OF METAL,85153100
5652,0,0,3,Gulf Cooperation Council,OTHER MACHINES FOR ARC WELDING OF METAL,85153900
5653,0,0,1,"Asian not Arabic ,not Islamic",OTHER MACHINES FOR ARC WELDING OF METAL,85153900
5654,0,0,1,Other Country Groups,OTHER MACHINES FOR ARC WELDING OF METAL,85153900
5655,0,0,3,Gulf Cooperation Council,OTHER MACHINES AND APPARATUS FOR SOLDERING AND WELDING,85158000
5656,0,0,2,"Asian not Arabic ,not Islamic",OTHER MACHINES AND APPARATUS FOR SOLDERING AND WELDING,85158000
5657,0,0,0,Other Country Groups,OTHER MACHINES AND APPARATUS FOR SOLDERING AND WELDING,85158000
5658,0,0,2,"Asian not Arabic ,not Islamic",PARTS FOR MACHINES FOR WELDING AND SOLDERONG,85159000
5659,0,0,1,European Union,PARTS FOR MACHINES FOR WELDING AND SOLDERONG,85159000
5660,0,0,1,Other Country Groups,PARTS FOR MACHINES FOR WELDING AND SOLDERONG,85159000
5661,23556,8,46,Gulf Cooperation Council,ELECTRIC WATER HEATERS AND IMMERSION HEATERS,85161000
5662,22752,1,6,Other Arab League Countries,ELECTRIC WATER HEATERS AND IMMERSION HEATERS,85161000
5663,8081,0,1,Islamic not Arabic countries,ELECTRIC WATER HEATERS AND IMMERSION HEATERS,85161000
5664,10337,0,2,South America,ELECTRIC WATER HEATERS AND IMMERSION HEATERS,85161000
5665,38990,1,9,European Union,ELECTRIC WATER HEATERS AND IMMERSION HEATERS,85161000
5666,11047,0,3,Europe not European Union,ELECTRIC WATER HEATERS AND IMMERSION HEATERS,85161000
5667,3665,0,1,Other Country Groups,ELECTRIC WATER HEATERS AND IMMERSION HEATERS,85161000
5668,0,0,4,Gulf Cooperation Council,OTHER ELECTRIC SPACE AND SOIL HEATING APPARATUS,85162990
5669,0,0,3,Other Arab League Countries,OTHER ELECTRIC SPACE AND SOIL HEATING APPARATUS,85162990
5670,0,0,0,Other Country Groups,OTHER ELECTRIC SPACE AND SOIL HEATING APPARATUS,85162990
5671,0,0,2,Gulf Cooperation Council,HAIR DRYERS,85163100
5672,0,0,1,"Asian not Arabic ,not Islamic",HAIR DRYERS,85163100
5673,0,0,0,Other Country Groups,HAIR DRYERS,85163100
5674,9155,0,1,Gulf Cooperation Council,"OTHER OVENS; COOKERS, COOKING PLATES AND THE LIKE",85166000
5675,5260,0,1,Other Arab League Countries,"OTHER OVENS; COOKERS, COOKING PLATES AND THE LIKE",85166000
5676,3537,0,1,Islamic not Arabic countries,"OTHER OVENS; COOKERS, COOKING PLATES AND THE LIKE",85166000
5677,9695,0,1,Other Country Groups,"OTHER OVENS; COOKERS, COOKING PLATES AND THE LIKE",85166000
5678,0,0,2,Gulf Cooperation Council,COFFEE OR TEA MAKERS,85167100
5679,0,0,1,European Union,COFFEE OR TEA MAKERS,85167100
5680,0,0,0,Other Country Groups,COFFEE OR TEA MAKERS,85167100
5681,0,0,1,Gulf Cooperation Council,OTHER ELECTRO-THERMIC APPLIANCES,85167990
5682,0,0,1,Other Arab League Countries,OTHER ELECTRO-THERMIC APPLIANCES,85167990
5683,0,0,1,Other Country Groups,OTHER ELECTRO-THERMIC APPLIANCES,85167990
5684,0,0,6,Gulf Cooperation Council,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",85169000
5685,0,0,2,European Union,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",85169000
5686,0,0,0,Other Country Groups,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",85169000
5687,872723,0,459,Gulf Cooperation Council, Telephones for cellular networks or for other wireless networks,85171200
5688,41005,0,3,"Asian not Arabic ,not Islamic", Telephones for cellular networks or for other wireless networks,85171200
5689,128983,0,9,European Union, Telephones for cellular networks or for other wireless networks,85171200
5690,3534,0,0,Other Country Groups, Telephones for cellular networks or for other wireless networks,85171200
5691,0,0,1,Gulf Cooperation Council, Other Telephones for cellular networks or for other wireless net,85171800
5692,0,0,10,"Asian not Arabic ,not Islamic", Other Telephones for cellular networks or for other wireless net,85171800
5693,0,0,13,European Union, Other Telephones for cellular networks or for other wireless net,85171800
5694,0,0,1,Europe not European Union, Other Telephones for cellular networks or for other wireless net,85171800
5695,0,0,1,Other Country Groups, Other Telephones for cellular networks or for other wireless net,85171800
5696,0,0,2,European Union, Base stations,85176100
5697,0,0,0,Other Country Groups, Base stations,85176100
5698,0,0,3,Gulf Cooperation Council,Telephonic or telegraphic switching apparatus,85176210
5699,0,0,2,European Union,Telephonic or telegraphic switching apparatus,85176210
5700,0,0,1,Other Country Groups,Telephonic or telegraphic switching apparatus,85176210
5701,0,0,2,Gulf Cooperation Council,"Other apparatus, for carrier-current line systems or for digital ",85176220
5702,0,0,1,"Asian not Arabic ,not Islamic","Other apparatus, for carrier-current line systems or for digital ",85176220
5703,0,0,3,North America,"Other apparatus, for carrier-current line systems or for digital ",85176220
5704,0,0,13,European Union,"Other apparatus, for carrier-current line systems or for digital ",85176220
5705,0,0,0,Other Country Groups,"Other apparatus, for carrier-current line systems or for digital ",85176220
5706,0,0,6,Gulf Cooperation Council,"Other Machines for the reception, conversion and transmission",85176290
5707,0,0,1,Other Arab League Countries,"Other Machines for the reception, conversion and transmission",85176290
5708,0,0,37,"Asian not Arabic ,not Islamic","Other Machines for the reception, conversion and transmission",85176290
5709,0,0,1,North America,"Other Machines for the reception, conversion and transmission",85176290
5710,0,0,9,European Union,"Other Machines for the reception, conversion and transmission",85176290
5711,0,0,0,Other Country Groups,"Other Machines for the reception, conversion and transmission",85176290
5712,0,0,1,Gulf Cooperation Council,APPARATUS FOR COMMUNICATION IN A WIRED/LESS NETWORK,85176990
5713,0,0,1,Other Country Groups,APPARATUS FOR COMMUNICATION IN A WIRED/LESS NETWORK,85176990
5714,0,0,17,Gulf Cooperation Council,PARTS FOR TELEPHONES AND TELECOMMUNICATIONS,85177000
5715,0,0,33,"Asian not Arabic ,not Islamic",PARTS FOR TELEPHONES AND TELECOMMUNICATIONS,85177000
5716,0,0,2,North America,PARTS FOR TELEPHONES AND TELECOMMUNICATIONS,85177000
5717,0,0,10,European Union,PARTS FOR TELEPHONES AND TELECOMMUNICATIONS,85177000
5718,0,0,0,Other Country Groups,PARTS FOR TELEPHONES AND TELECOMMUNICATIONS,85177000
5719,0,0,1,European Union,"SINGLE LOUDSPEAKERS, MOUNTED IN THEIR ENCLOSURES",85182100
5720,0,0,0,Other Country Groups,"SINGLE LOUDSPEAKERS, MOUNTED IN THEIR ENCLOSURES",85182100
5721,0,0,1,Gulf Cooperation Council,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOSURES",85182200
5722,0,0,0,Other Country Groups,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOSURES",85182200
5723,0,0,9,European Union,Other Loudspeakers,85182990
5724,0,0,0,Other Country Groups,Other Loudspeakers,85182990
5725,0,0,2,Gulf Cooperation Council,OTHER HEADPHONES AND EARPHONES,85183090
5726,0,0,1,European Union,OTHER HEADPHONES AND EARPHONES,85183090
5727,0,0,0,Other Country Groups,OTHER HEADPHONES AND EARPHONES,85183090
5728,0,0,1,Gulf Cooperation Council,Other Electric amplifiers when used as repeaters in line telephon,85184090
5729,0,0,3,European Union,Other Electric amplifiers when used as repeaters in line telephon,85184090
5730,0,0,0,Other Country Groups,Other Electric amplifiers when used as repeaters in line telephon,85184090
5731,0,0,2,Other Arab League Countries, Cards incorporating a magnetic stripe,85232100
5732,0,0,1,Other Country Groups, Cards incorporating a magnetic stripe,85232100
5733,0,0,2,Gulf Cooperation Council,OPTICAL MEDIA,85234900
5734,0,0,6,European Union,OPTICAL MEDIA,85234900
5735,0,0,0,Other Country Groups,OPTICAL MEDIA,85234900
5736,0,0,1,Other Arab League Countries, Other Semiconductor media,85235900
5737,0,0,0,Other Country Groups, Other Semiconductor media,85235900
5738,0,0,1,"African not Arabic,not Islamic", Transmission apparatus incorporating reception apparatus,85256000
5739,0,0,1,Other Country Groups, Transmission apparatus incorporating reception apparatus,85256000
5740,0,0,1,Gulf Cooperation Council,Video Cameras,85258010
5741,0,0,1,Other Arab League Countries,Video Cameras,85258010
5742,0,0,0,Other Country Groups,Video Cameras,85258010
5743,0,0,1,North America,Video Cameras,85258020
5744,0,0,0,Other Country Groups,Video Cameras,85258020
5745,0,0,2,Gulf Cooperation Council,"Other Television cameras, digital cameras and video camera  rec",85258090
5746,0,0,9,European Union,"Other Television cameras, digital cameras and video camera  rec",85258090
5747,0,0,1,Other Country Groups,"Other Television cameras, digital cameras and video camera  rec",85258090
5748,0,0,8,"Asian not Arabic ,not Islamic",RADAR APPARATUS,85261000
5749,0,0,1,"African not Arabic,not Islamic",RADAR APPARATUS,85261000
5750,0,0,2,North America,RADAR APPARATUS,85261000
5751,0,0,3,European Union,RADAR APPARATUS,85261000
5752,0,0,0,Other Country Groups,RADAR APPARATUS,85261000
5753,58,0,1,European Union,OTHER RADIOS WITHOUT EXTERNAL POWER,85271900
5754,17636,0,0,Other Country Groups,OTHER RADIOS WITHOUT EXTERNAL POWER,85271900
5755,0,0,1,Gulf Cooperation Council, Other receivers for broadcasting a recording device,85279900
5756,0,0,5,European Union, Other receivers for broadcasting a recording device,85279900
5757,0,0,0,Other Country Groups, Other receivers for broadcasting a recording device,85279900
5758,0,0,1,Gulf Cooperation Council, Other Cathode-ray tube monitors,85284900
5759,0,0,1,Other Country Groups, Other Cathode-ray tube monitors,85284900
5760,0,0,1,Gulf Cooperation Council, Monitors of a kind solely or principally used in an automatic da,85285100
5761,0,0,0,Other Country Groups, Monitors of a kind solely or principally used in an automatic da,85285100
5762,0,0,3,Gulf Cooperation Council, Other monitors,85285900
5763,0,1,1,Islamic not Arabic countries, Other monitors,85285900
5764,0,1,11,European Union, Other monitors,85285900
5765,0,0,0,Other Country Groups, Other monitors,85285900
5766,0,0,4,Gulf Cooperation Council, Other Projectors,85286900
5767,0,0,1,European Union, Other Projectors,85286900
5768,0,0,0,Other Country Groups, Other Projectors,85286900
5769,0,0,3,Gulf Cooperation Council, Receivers not designed to incorporate a video display or screen,85287100
5770,0,0,0,Other Country Groups, Receivers not designed to incorporate a video display or screen,85287100
5771,208566,0,35,Gulf Cooperation Council,other,85287190
5772,9311,0,0,Other Country Groups,other,85287190
5773,0,0,2,Gulf Cooperation Council,Other Set top boxes which have a communication function,85287290
5774,0,0,7,North America,Other Set top boxes which have a communication function,85287290
5775,0,0,4,European Union,Other Set top boxes which have a communication function,85287290
5776,0,0,0,Other Country Groups,Other Set top boxes which have a communication function,85287290
5777,0,0,1,Gulf Cooperation Council," Other, black and white or other monochrome",85287300
5778,0,0,3,Other Arab League Countries," Other, black and white or other monochrome",85287300
5779,0,0,0,Other Country Groups," Other, black and white or other monochrome",85287300
5780,0,0,1,North America,Other Aerials or antennae of a kind used with apparatus for radio,85291090
5781,0,0,4,European Union,Other Aerials or antennae of a kind used with apparatus for radio,85291090
5782,0,0,0,Other Country Groups,Other Aerials or antennae of a kind used with apparatus for radio,85291090
5783,0,0,1,"Asian not Arabic ,not Islamic",Parts of:  transmission apparatus other than apparatus for radio-,85299010
5784,0,0,1,"African not Arabic,not Islamic",Parts of:  transmission apparatus other than apparatus for radio-,85299010
5785,0,0,1,European Union,Parts of:  transmission apparatus other than apparatus for radio-,85299010
5786,0,0,1,Other Country Groups,Parts of:  transmission apparatus other than apparatus for radio-,85299010
5787,0,0,1,Gulf Cooperation Council,Other Parts of:  transmission apparatus other than apparatus for ,85299090
5788,0,0,2,North America,Other Parts of:  transmission apparatus other than apparatus for ,85299090
5789,0,0,1,European Union,Other Parts of:  transmission apparatus other than apparatus for ,85299090
5790,0,0,0,Other Country Groups,Other Parts of:  transmission apparatus other than apparatus for ,85299090
5791,0,0,1,European Union,SIGNALLING OR SAFETY EQUIPMENT FOR RAILWAYS OR TRAMWAYS,85301000
5792,0,0,0,Other Country Groups,SIGNALLING OR SAFETY EQUIPMENT FOR RAILWAYS OR TRAMWAYS,85301000
5793,0,0,1,Other Arab League Countries,OTHER EQUIPMENT FOR SIGNALLING OR SAFETY,85308000
5794,0,0,1,North America,OTHER EQUIPMENT FOR SIGNALLING OR SAFETY,85308000
5795,0,0,1,European Union,OTHER EQUIPMENT FOR SIGNALLING OR SAFETY,85308000
5796,0,0,1,Other Country Groups,OTHER EQUIPMENT FOR SIGNALLING OR SAFETY,85308000
5797,0,0,3,Gulf Cooperation Council,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS,85311000
5798,0,0,0,Other Country Groups,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS,85311000
5799,0,0,1,Gulf Cooperation Council,INDICATOR PANELS WITH LCD OR LED,85312000
5800,0,0,0,Other Country Groups,INDICATOR PANELS WITH LCD OR LED,85312000
5801,0,0,1,Gulf Cooperation Council,Flat panel display devices for products falling within this agree,85318020
5802,0,0,1,North America,Flat panel display devices for products falling within this agree,85318020
5803,0,0,0,Other Country Groups,Flat panel display devices for products falling within this agree,85318020
5804,0,0,2,Gulf Cooperation Council,OTHER ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS,85318090
5805,0,0,1,Other Arab League Countries,OTHER ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS,85318090
5806,0,0,0,Other Country Groups,OTHER ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS,85318090
5807,0,0,1,Gulf Cooperation Council,Other Parts of apparatus of subheading 85 31 20 00 - 85 31 80 20 ,85319090
5808,0,0,10,North America,Other Parts of apparatus of subheading 85 31 20 00 - 85 31 80 20 ,85319090
5809,0,0,0,Other Country Groups,Other Parts of apparatus of subheading 85 31 20 00 - 85 31 80 20 ,85319090
5810,0,0,2,Gulf Cooperation Council,FIXED CAPACITORS FOR 50/60 HZ CIRCUITS WITH 0.5 KVAR,85321000
5811,0,0,0,Other Country Groups,FIXED CAPACITORS FOR 50/60 HZ CIRCUITS WITH 0.5 KVAR,85321000
5812,0,0,1,North America,PRINTED CIRCUITS,85340000
5813,0,0,1,Other Country Groups,PRINTED CIRCUITS,85340000
5814,0,0,3,Gulf Cooperation Council,AUTOMATIC CIRCUIT BREAKERS FOR V UNDER 72.5 KV,85352100
5815,0,0,0,Other Country Groups,AUTOMATIC CIRCUIT BREAKERS FOR V UNDER 72.5 KV,85352100
5816,0,1,25,Gulf Cooperation Council,OTHER AUTOMATIC CIRCUIT BREAKERS (1000V- 72.5 KV),85352900
5817,0,0,1,Other Arab League Countries,OTHER AUTOMATIC CIRCUIT BREAKERS (1000V- 72.5 KV),85352900
5818,0,0,1,Other Country Groups,OTHER AUTOMATIC CIRCUIT BREAKERS (1000V- 72.5 KV),85352900
5819,0,0,3,Gulf Cooperation Council,ISOLATING SWITCHES AND MAKE-AND-BREAK SWITCHES,85353000
5820,0,0,4,Other Arab League Countries,ISOLATING SWITCHES AND MAKE-AND-BREAK SWITCHES,85353000
5821,0,0,1,Other Country Groups,ISOLATING SWITCHES AND MAKE-AND-BREAK SWITCHES,85353000
5822,0,0,7,Gulf Cooperation Council,"LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSOR",85354000
5823,0,0,0,Other Country Groups,"LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSOR",85354000
5824,0,0,7,Gulf Cooperation Council,"OTHER APPARATUS FOR PROTECTING CIRCUITS, OVER 1000 V",85359000
5825,0,0,2,Other Arab League Countries,"OTHER APPARATUS FOR PROTECTING CIRCUITS, OVER 1000 V",85359000
5826,0,0,1,Other Country Groups,"OTHER APPARATUS FOR PROTECTING CIRCUITS, OVER 1000 V",85359000
5827,0,0,8,Gulf Cooperation Council,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,85362000
5828,0,0,2,Other Arab League Countries,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,85362000
5829,0,0,3,North America,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,85362000
5830,0,0,0,Other Country Groups,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,85362000
5831,0,0,4,Gulf Cooperation Council,OTHER RELAYS FOR 61 TO 1000 V,85364900
5832,0,0,1,Other Arab League Countries,OTHER RELAYS FOR 61 TO 1000 V,85364900
5833,0,0,1,Other Country Groups,OTHER RELAYS FOR 61 TO 1000 V,85364900
5834,0,0,1,Gulf Cooperation Council,Electronic AC switches consisting of optically coupled input and ,85365010
5835,0,0,1,Other Arab League Countries,Electronic AC switches consisting of optically coupled input and ,85365010
5836,0,0,1,European Union,Electronic AC switches consisting of optically coupled input and ,85365010
5837,0,0,0,Other Country Groups,Electronic AC switches consisting of optically coupled input and ,85365010
5838,0,0,20,Gulf Cooperation Council,OTHER SWITCHES,85365090
5839,0,0,1,Other Arab League Countries,OTHER SWITCHES,85365090
5840,0,0,1,"Asian not Arabic ,not Islamic",OTHER SWITCHES,85365090
5841,0,0,0,Other Country Groups,OTHER SWITCHES,85365090
5842,0,0,2,Gulf Cooperation Council,Plugs and sockets for co-axial cables and printed circuits,85366910
5843,0,0,1,European Union,Plugs and sockets for co-axial cables and printed circuits,85366910
5844,0,0,0,Other Country Groups,Plugs and sockets for co-axial cables and printed circuits,85366910
5845,0,0,2,"Asian not Arabic ,not Islamic"," Connectors for optical fibres, optical fibre bundles or cables",85367000
5846,0,0,0,Other Country Groups," Connectors for optical fibres, optical fibre bundles or cables",85367000
5847,0,0,6,Gulf Cooperation Council,Connection and contact elements for wires and cables,85369010
5848,0,0,3,"Asian not Arabic ,not Islamic",Connection and contact elements for wires and cables,85369010
5849,0,0,1,South America,Connection and contact elements for wires and cables,85369010
5850,0,0,1,Other Country Groups,Connection and contact elements for wires and cables,85369010
5851,0,0,2,Gulf Cooperation Council,Other Connection and contact elements for wires and cables  Or Wa,85369090
5852,0,0,3,"Asian not Arabic ,not Islamic",Other Connection and contact elements for wires and cables  Or Wa,85369090
5853,0,0,2,North America,Other Connection and contact elements for wires and cables  Or Wa,85369090
5854,0,0,6,South America,Other Connection and contact elements for wires and cables  Or Wa,85369090
5855,0,0,0,Other Country Groups,Other Connection and contact elements for wires and cables  Or Wa,85369090
5856,0,1,27,Gulf Cooperation Council,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,85371000
5857,0,0,8,Other Arab League Countries,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,85371000
5858,0,0,1,Islamic not Arabic countries,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,85371000
