,Quantity/Units,Weight(1000 Tons),Value(million SAR),Country Group,Commodity,Commodity Code
5886,6,0,0,Other Country Groups,ROAD TRACTORS FOR SEMI-TRAILERS,87012000
5887,24,0,2,Other Arab League Countries,TRACK-LAYING TRACTORS,87013000
5888,18,0,12,European Union,TRACK-LAYING TRACTORS,87013000
5889,2,0,0,Other Country Groups,TRACK-LAYING TRACTORS,87013000
5890,6,0,2,Other Arab League Countries,PUBLIC TYPE VEHICLES WITH COMPRESSION-IGNITION ENGINES,87021000
5891,10,0,1,Other Country Groups,PUBLIC TYPE VEHICLES WITH COMPRESSION-IGNITION ENGINES,87021000
5892,37,0,1,Gulf Cooperation Council,OTHER PUBLIC TYPE VEHICLES,87029000
5893,292,1,9,Other Arab League Countries,OTHER PUBLIC TYPE VEHICLES,87029000
5894,24,0,0,Other Country Groups,OTHER PUBLIC TYPE VEHICLES,87029000
5895,127,0,2,Gulf Cooperation Council,VEHICLES FOR SNOW; GOLF CARS AND THE LIKE,87031000
5896,1,0,1,Australia and Oceania,VEHICLES FOR SNOW; GOLF CARS AND THE LIKE,87031000
5897,2,0,1,North America,VEHICLES FOR SNOW; GOLF CARS AND THE LIKE,87031000
5898,3,0,1,European Union,VEHICLES FOR SNOW; GOLF CARS AND THE LIKE,87031000
5899,32,0,0,Other Country Groups,VEHICLES FOR SNOW; GOLF CARS AND THE LIKE,87031000
5900,874,2,108,Gulf Cooperation Council,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5901,8379,15,246,Other Arab League Countries,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5902,46,0,5,Islamic not Arabic countries,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5903,343,1,53,"Asian not Arabic ,not Islamic","PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5904,16,0,3,"African not Arabic,not Islamic","PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5905,25,0,1,North America,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5906,7,0,1,South America,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5907,93,0,22,European Union,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5908,7,0,3,Europe not European Union,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5909,645,1,46,Gulf Cooperation Council,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",87032112
5910,37988,64,745,Other Arab League Countries,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",87032112
5911,200,1,10,Islamic not Arabic countries,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",87032112
5912,967,2,186,"Asian not Arabic ,not Islamic","PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",87032112
5913,63,0,3,"African not Arabic,not Islamic","PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",87032112
5914,17,0,2,North America,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",87032112
5915,97,0,23,European Union,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",87032112
5916,6,0,3,Europe not European Union,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",87032112
5917,3,0,0,Other Country Groups,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",87032112
5918,22,0,1,Gulf Cooperation Council,"JEEPS, 1 YEAR OLD, SPARK IGNITION, NOT OVER 1000 CC",87032132
5919,430,1,10,Other Arab League Countries,"JEEPS, 1 YEAR OLD, SPARK IGNITION, NOT OVER 1000 CC",87032132
5920,26,0,10,European Union,"JEEPS, 1 YEAR OLD, SPARK IGNITION, NOT OVER 1000 CC",87032132
5921,13,0,1,Other Country Groups,"JEEPS, 1 YEAR OLD, SPARK IGNITION, NOT OVER 1000 CC",87032132
5922,306,1,21,Gulf Cooperation Council,"OTHER VEHICLES, SPARK IGNITION, NOT OVER 1000 CC",87032190
5923,1651,2,34,Other Arab League Countries,"OTHER VEHICLES, SPARK IGNITION, NOT OVER 1000 CC",87032190
5924,2,0,2,European Union,"OTHER VEHICLES, SPARK IGNITION, NOT OVER 1000 CC",87032190
5925,106,0,10,Gulf Cooperation Council,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032211
5926,207,0,13,Other Arab League Countries,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032211
5927,3,0,0,Other Country Groups,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032211
5928,34,0,3,Gulf Cooperation Council,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5929,5313,9,111,Other Arab League Countries,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5930,15,0,1,Islamic not Arabic countries,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5931,59,0,6,"Asian not Arabic ,not Islamic","PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5932,18,0,1,North America,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5933,7,0,1,European Union,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5934,4,0,0,Other Country Groups,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5935,71,0,4,Other Arab League Countries,"JEEPS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032231
5936,208,1,37,"Asian not Arabic ,not Islamic","JEEPS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032231
5937,4,0,1,Other Country Groups,"JEEPS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032231
5938,2,0,1,Gulf Cooperation Council,"JEEPS, 1 YEAR OLD, SPARK IGNITION, 1001 TO 1500 CC",87032232
5939,12,0,1,Other Country Groups,"JEEPS, 1 YEAR OLD, SPARK IGNITION, 1001 TO 1500 CC",87032232
5940,296,1,16,Gulf Cooperation Council,"OTHER VEHICLES, SPARK IGNITION, 1001 TO 1500 CC",87032290
5941,148,0,10,Other Arab League Countries,"OTHER VEHICLES, SPARK IGNITION, 1001 TO 1500 CC",87032290
5942,15,0,1,Gulf Cooperation Council,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5943,305,0,5,Other Arab League Countries,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5944,17,0,3,"Asian not Arabic ,not Islamic","PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5945,8,0,0,Other Country Groups,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5946,2,0,3,Gulf Cooperation Council,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5947,404,1,9,Other Arab League Countries,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5948,354,1,314,North America,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5949,33,0,1,European Union,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5950,1,0,0,Other Country Groups,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5951,2133,5,300,Gulf Cooperation Council,"JEEPS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032331
5952,8,0,0,Other Country Groups,"JEEPS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032331
5953,71,0,2,Other Arab League Countries,"JEEPS, 1 YEAR OLD, SPARK IGNITION, 1501 TO 3000 CC",87032332
5954,1,0,0,Other Country Groups,"JEEPS, 1 YEAR OLD, SPARK IGNITION, 1501 TO 3000 CC",87032332
5955,418,1,43,Gulf Cooperation Council,"OTHER VEHICLES, SPARK IGNITION, 1501 TO 3000 CC",87032390
5956,4245,7,211,Other Arab League Countries,"OTHER VEHICLES, SPARK IGNITION, 1501 TO 3000 CC",87032390
5957,2,0,3,European Union,"OTHER VEHICLES, SPARK IGNITION, 1501 TO 3000 CC",87032390
5958,3,0,0,Other Country Groups,"OTHER VEHICLES, SPARK IGNITION, 1501 TO 3000 CC",87032390
5959,3,0,2,Gulf Cooperation Council,"PRIVATE CARS, CURRENT, SPARK IGNITION, OVER 3000 CC",87032411
5960,3,0,5,European Union,"PRIVATE CARS, CURRENT, SPARK IGNITION, OVER 3000 CC",87032411
5961,6,0,2,Gulf Cooperation Council,"PRIVATE CARS, 1 YEAR OLD, SPARK IGNITION, OVER 3000 CC",87032412
5962,3,0,2,North America,"PRIVATE CARS, 1 YEAR OLD, SPARK IGNITION, OVER 3000 CC",87032412
5963,5,0,0,Other Country Groups,"PRIVATE CARS, 1 YEAR OLD, SPARK IGNITION, OVER 3000 CC",87032412
5964,10,0,1,"Asian not Arabic ,not Islamic","JEEPS, CURRENT YEAR, SPARK IGNITION, OVER 3000 CC",87032431
5965,2,0,2,European Union,"JEEPS, CURRENT YEAR, SPARK IGNITION, OVER 3000 CC",87032431
5966,10,0,1,Other Country Groups,"JEEPS, CURRENT YEAR, SPARK IGNITION, OVER 3000 CC",87032431
5967,2,0,2,Gulf Cooperation Council,"JEEPS, 1 YEAR OLD, SPARK IGNITION, OVER 3000 CC",87032432
5968,86,0,2,Other Arab League Countries,"JEEPS, 1 YEAR OLD, SPARK IGNITION, OVER 3000 CC",87032432
5969,1,0,1,North America,"JEEPS, 1 YEAR OLD, SPARK IGNITION, OVER 3000 CC",87032432
5970,2,0,1,European Union,"JEEPS, 1 YEAR OLD, SPARK IGNITION, OVER 3000 CC",87032432
5971,1,0,0,Other Country Groups,"JEEPS, 1 YEAR OLD, SPARK IGNITION, OVER 3000 CC",87032432
5972,115,0,17,Gulf Cooperation Council,"OTHER VEHICLES, SPARK IGNITION, OVER 3000 CC",87032490
5973,16,0,1,Other Arab League Countries,"OTHER VEHICLES, SPARK IGNITION, OVER 3000 CC",87032490
5974,6,0,20,North America,"OTHER VEHICLES, SPARK IGNITION, OVER 3000 CC",87032490
5975,64,0,417,European Union,"OTHER VEHICLES, SPARK IGNITION, OVER 3000 CC",87032490
5976,2,0,0,Other Country Groups,"OTHER VEHICLES, SPARK IGNITION, OVER 3000 CC",87032490
5977,11,0,2,Other Arab League Countries,"VEHICLES, COMPRESSION-IGNITION, NOT OVER 1500 CC",87033100
5978,2,0,2,European Union,"VEHICLES, COMPRESSION-IGNITION, 1501 TO 2500 CC",87033200
5979,6,0,0,Other Country Groups,"VEHICLES, COMPRESSION-IGNITION, 1501 TO 2500 CC",87033200
5980,121,0,10,Gulf Cooperation Council,OTHER VEHICLES DESIGNED FOR THE TRANSPORT OF PERSONS,87039000
5981,1007,3,19,Other Arab League Countries,OTHER VEHICLES DESIGNED FOR THE TRANSPORT OF PERSONS,87039000
5982,35,0,2,"Asian not Arabic ,not Islamic",OTHER VEHICLES DESIGNED FOR THE TRANSPORT OF PERSONS,87039000
5983,30,0,1,Other Country Groups,OTHER VEHICLES DESIGNED FOR THE TRANSPORT OF PERSONS,87039000
5984,28,0,2,Gulf Cooperation Council,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,87041000
5985,153,1,6,Other Arab League Countries,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,87041000
5986,7,0,2,Islamic not Arabic countries,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,87041000
5987,4,0,3,Australia and Oceania,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,87041000
5988,2,0,1,European Union,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,87041000
5989,77,0,3,Gulf Cooperation Council,"PICKUPS, COMPRESSION IGNITION, 5 TONS AND LESS",87042110
5990,6468,12,173,Other Arab League Countries,"PICKUPS, COMPRESSION IGNITION, 5 TONS AND LESS",87042110
5991,5,0,0,Other Country Groups,"PICKUPS, COMPRESSION IGNITION, 5 TONS AND LESS",87042110
5992,240,0,6,Other Arab League Countries,"LIGHT TRUCK, CHASSIS-CABS, COMPRESSION, 5 TONS AND LESS",87042121
5993,10,0,0,Other Country Groups,"LIGHT TRUCK, CHASSIS-CABS, COMPRESSION, 5 TONS AND LESS",87042121
5994,132,0,7,Other Arab League Countries,"LIGHT TRUCK, BODY CHASSIS, COMPRESSION, 5 TONS OR LESS",87042122
5995,1,0,0,Other Country Groups,"LIGHT TRUCK, BODY CHASSIS, COMPRESSION, 5 TONS OR LESS",87042122
5996,37,0,7,Other Arab League Countries,"OTHER VEHICLE CHASSIS-CABS, COMPRESSION, 5 TONS OR LESS",87042150
5997,8,0,0,Other Country Groups,"OTHER VEHICLE CHASSIS-CABS, COMPRESSION, 5 TONS OR LESS",87042150
5998,92,0,5,Gulf Cooperation Council,"OTHER TRANSPORT VEHICLES, COMPRESSION, 5 TONS OR LESS",87042190
5999,702,2,15,Other Arab League Countries,"OTHER TRANSPORT VEHICLES, COMPRESSION, 5 TONS OR LESS",87042190
6000,1,0,0,Other Country Groups,"OTHER TRANSPORT VEHICLES, COMPRESSION, 5 TONS OR LESS",87042190
6001,2,0,1,Gulf Cooperation Council,"LORRY CHASSIS-CABS, COMPRESSION IGNITION,( 5 TO 20) TONS",87042211
6002,17,0,0,Other Country Groups,"LORRY CHASSIS-CABS, COMPRESSION IGNITION,( 5 TO 20) TONS",87042211
6003,40,0,2,Other Arab League Countries,"TIPPER CHASSIS-CABS, COMPRESSION IGNITION, 5+ TO 20 TON",87042221
6004,8,0,1,Gulf Cooperation Council,"GARBAGE VEHICLE CHASSIS-CABS, COMPRESSION, 5+ TO 20 TON",87042241
6005,482,1,10,Other Arab League Countries,"GARBAGE VEHICLE CHASSIS-CABS, COMPRESSION, 5+ TO 20 TON",87042241
6006,2,0,0,Other Country Groups,"GARBAGE VEHICLE CHASSIS-CABS, COMPRESSION, 5+ TO 20 TON",87042241
6007,3,0,2,Gulf Cooperation Council,"CONCRETE, GAS VEHICLES, COMPRESSION, 5+ TO 20 TONS",87042270
6008,6,0,1,Other Arab League Countries,"CONCRETE, GAS VEHICLES, COMPRESSION, 5+ TO 20 TONS",87042270
6009,795,9,57,Other Arab League Countries,"REFRIGERATOR VEHICLES, COMPRESSION IGNITION, 5+ TO 20 T",87042291
6010,27,0,4,Gulf Cooperation Council,"OTHER TRANSPORT VEHICLES, COMPRESSION, 5+ TO 20 TONS",87042299
6011,29,0,1,Other Arab League Countries,"OTHER TRANSPORT VEHICLES, COMPRESSION, 5+ TO 20 TONS",87042299
6012,11,0,2,Gulf Cooperation Council,"LORRY CHASSIS-CABS, COMPRESSION IGNITION, OVER 20 TONS",87042311
6013,34,1,3,Other Arab League Countries,"LORRY CHASSIS-CABS, COMPRESSION IGNITION, OVER 20 TONS",87042311
6014,17,0,2,Gulf Cooperation Council,"CEMENT VEHICLES, COMPRESSION IGNITION, OVER 20 TONS",87042360
6015,3,0,0,Other Country Groups,"CEMENT VEHICLES, COMPRESSION IGNITION, OVER 20 TONS",87042360
6016,10,0,2,Gulf Cooperation Council,"REFRIGERATOR VEHICLES, COMPRESSION IGNITION, OVER 20 T",87042391
6017,2,0,0,Other Country Groups,"REFRIGERATOR VEHICLES, COMPRESSION IGNITION, OVER 20 T",87042391
6018,27,0,12,Gulf Cooperation Council,"OTHER TRANSPORT VEHICLES, COMPRESSION, OVER 20 TONS",87042399
6019,44,0,1,Other Arab League Countries,"OTHER TRANSPORT VEHICLES, COMPRESSION, OVER 20 TONS",87042399
6020,801,1,21,Other Arab League Countries,"PICKUPS, ONE CAB, SPARK IGNITION, 5 TONS OR LESS",87043110
6021,20,0,0,Other Country Groups,"PICKUPS, ONE CAB, SPARK IGNITION, 5 TONS OR LESS",87043110
6022,1083,2,40,Other Arab League Countries,"PICKUPS, TWO CABS, SPARK IGNITION, 5 TONS OR LESS",87043120
6023,20,0,3,"Asian not Arabic ,not Islamic","PICKUPS, TWO CABS, SPARK IGNITION, 5 TONS OR LESS",87043120
6024,8,0,0,Other Country Groups,"PICKUPS, TWO CABS, SPARK IGNITION, 5 TONS OR LESS",87043120
6025,27,0,1,Gulf Cooperation Council,"LIGHT TRUCK CHASSIS-CABS, NORMAL BOX, SPARK, 5T OR LESS",87043131
6026,254,1,5,Other Arab League Countries,"LIGHT TRUCK CHASSIS-CABS, NORMAL BOX, SPARK, 5T OR LESS",87043131
6027,16,0,2,Gulf Cooperation Council,"OTHER VEHICLE CHASSIS-CABS, SPARK, 5 TONS OR LESS",87043170
6028,4,0,0,Other Country Groups,"OTHER VEHICLE CHASSIS-CABS, SPARK, 5 TONS OR LESS",87043170
6029,293,1,8,Gulf Cooperation Council,"OTHER TRANSPORT VEHICLES, SPARK IGNITION, 5 TON OR LESS",87043190
6030,20,0,1,Other Arab League Countries,"OTHER TRANSPORT VEHICLES, SPARK IGNITION, 5 TON OR LESS",87043190
6031,32,0,1,Other Arab League Countries,"LORRY, ETC., CHASSIS-CABS, SPARK IGNITION, OVER 5 TONS",87043211
6032,8,0,0,Other Country Groups,"LORRY, ETC., CHASSIS-CABS, SPARK IGNITION, OVER 5 TONS",87043211
6033,65,1,4,Gulf Cooperation Council,"OTHER TRANSPORT VEHICLES, SPARK IGNITION, OVER 5 TONS",87043290
6034,42,0,1,Other Arab League Countries,"OTHER TRANSPORT VEHICLES, SPARK IGNITION, OVER 5 TONS",87043290
6035,20,0,2,Gulf Cooperation Council,OTHER TRANSPORT VEHICLES NOT ELSEWHERE,87049000
6036,122,0,3,Other Arab League Countries,OTHER TRANSPORT VEHICLES NOT ELSEWHERE,87049000
6037,3,0,1,"African not Arabic,not Islamic",OTHER TRANSPORT VEHICLES NOT ELSEWHERE,87049000
6038,5,0,1,Other Arab League Countries,CRANE LORRIES,87051000
6039,1,0,1,Islamic not Arabic countries,CRANE LORRIES,87051000
6040,7,0,1,Other Country Groups,CRANE LORRIES,87051000
6041,10,0,3,Other Arab League Countries,MOBILE DRILLING DERRICKS,87052000
6042,16,0,2,Islamic not Arabic countries,MOBILE DRILLING DERRICKS,87052000
6043,13,0,2,"Asian not Arabic ,not Islamic",MOBILE DRILLING DERRICKS,87052000
6044,5,0,0,Other Country Groups,MOBILE DRILLING DERRICKS,87052000
6045,14,0,10,Gulf Cooperation Council,FIRE FIGHTING VEHICLES,87053000
6046,3,0,1,Other Arab League Countries,FIRE FIGHTING VEHICLES,87053000
6047,1,0,0,Other Country Groups,FIRE FIGHTING VEHICLES,87053000
6048,33,1,6,Gulf Cooperation Council,CONCRETE-MIXER LORRIES,87054000
6049,12,0,1,Other Arab League Countries,CONCRETE-MIXER LORRIES,87054000
6050,2,0,1,Australia and Oceania,CONCRETE-MIXER LORRIES,87054000
6051,1,0,0,Other Country Groups,CONCRETE-MIXER LORRIES,87054000
6052,14,0,6,Other Arab League Countries,VEHICLES EQUIPPED FOR CLEANING STREETS AND THE LIKE,87059030
6053,8,0,0,Other Country Groups,VEHICLES EQUIPPED FOR CLEANING STREETS AND THE LIKE,87059030
6054,66,1,68,Gulf Cooperation Council,OTHER SPECIAL PURPOSE MOTOR VEHICLES,87059099
6055,99,0,0,Other Country Groups,OTHER SPECIAL PURPOSE MOTOR VEHICLES,87059099
6056,0,0,4,Other Arab League Countries,BODIES FOR MOTOR CARS,87071000
6057,0,0,0,Other Country Groups,BODIES FOR MOTOR CARS,87071000
6058,0,0,1,Other Arab League Countries,BODIES FOR LIGHT TRANSPORTATION TRUCKS,87079032
6059,0,0,0,Other Country Groups,BODIES FOR LIGHT TRANSPORTATION TRUCKS,87079032
6060,0,0,1,Other Arab League Countries,BODIES FOR LORRIES,87079034
6061,0,0,0,Other Country Groups,BODIES FOR LORRIES,87079034
6062,0,1,4,Gulf Cooperation Council,BOXES FOR TIPPERS,87079035
6063,0,1,2,Other Arab League Countries,BOXES FOR TIPPERS,87079035
6064,0,0,1,Islamic not Arabic countries,BOXES FOR TIPPERS,87079035
6065,0,0,2,Gulf Cooperation Council,REFRIGERATORS FOR FOODSTUFFS TRANSPORTATION VEHICLES,87079036
6066,0,0,0,Other Country Groups,REFRIGERATORS FOR FOODSTUFFS TRANSPORTATION VEHICLES,87079036
6067,0,0,1,Gulf Cooperation Council,OTHER BODIES FOR MOTOR VEHICLES,87079090
6068,0,0,0,Other Country Groups,OTHER BODIES FOR MOTOR VEHICLES,87079090
6069,0,2,6,Gulf Cooperation Council,BUMPERS AND PARTS THEREOF,87081000
6070,0,7,23,Other Arab League Countries,BUMPERS AND PARTS THEREOF,87081000
6071,0,0,2,"Asian not Arabic ,not Islamic",BUMPERS AND PARTS THEREOF,87081000
6072,0,0,2,European Union,BUMPERS AND PARTS THEREOF,87081000
6073,0,0,0,Other Country Groups,BUMPERS AND PARTS THEREOF,87081000
6074,0,0,2,Other Arab League Countries,LUGGAGE CARRIERS OR NETS,87082910
6075,0,0,0,Other Country Groups,LUGGAGE CARRIERS OR NETS,87082910
6076,0,0,1,Gulf Cooperation Council,OTHER BODY PARTS,87082990
6077,0,0,1,Other Arab League Countries,OTHER BODY PARTS,87082990
6078,0,0,1,European Union,OTHER BODY PARTS,87082990
6079,0,0,1,Other Country Groups,OTHER BODY PARTS,87082990
6080,0,0,1,Gulf Cooperation Council, Brakes and servo-brakes; parts thereof,87083000
6081,0,0,1,Other Arab League Countries, Brakes and servo-brakes; parts thereof,87083000
6082,0,0,0,Other Country Groups, Brakes and servo-brakes; parts thereof,87083000
6083,0,0,1,Gulf Cooperation Council,GEAR BOXES,87084000
6084,0,0,1,European Union,GEAR BOXES,87084000
6085,0,0,1,Other Country Groups,GEAR BOXES,87084000
6086,0,0,1,Gulf Cooperation Council,SUSPENSION SHOCK-ABSORBERS,87088000
6087,0,0,6,South America,SUSPENSION SHOCK-ABSORBERS,87088000
6088,0,0,1,European Union,SUSPENSION SHOCK-ABSORBERS,87088000
6089,0,0,0,Other Country Groups,SUSPENSION SHOCK-ABSORBERS,87088000
6090,0,0,1,Other Arab League Countries,RADIATORS,87089100
6091,0,0,0,Other Country Groups,RADIATORS,87089100
6092,0,0,1,Gulf Cooperation Council,SILENCERS AND EXHAUST PIPES,87089200
6093,0,0,0,Other Country Groups,SILENCERS AND EXHAUST PIPES,87089200
6094,0,5,19,Gulf Cooperation Council,OTHER PARTS FOR MOTOR VEHICLES,87089900
6095,0,4,13,Other Arab League Countries,OTHER PARTS FOR MOTOR VEHICLES,87089900
6096,0,1,1,Islamic not Arabic countries,OTHER PARTS FOR MOTOR VEHICLES,87089900
6097,0,0,4,"Asian not Arabic ,not Islamic",OTHER PARTS FOR MOTOR VEHICLES,87089900
6098,0,0,2,"African not Arabic,not Islamic",OTHER PARTS FOR MOTOR VEHICLES,87089900
6099,0,0,1,North America,OTHER PARTS FOR MOTOR VEHICLES,87089900
6100,0,0,10,European Union,OTHER PARTS FOR MOTOR VEHICLES,87089900
6101,0,0,0,Other Country Groups,OTHER PARTS FOR MOTOR VEHICLES,87089900
6102,0,2,222,Gulf Cooperation Council,PARTS FOR WORK TRUCKS,87099000
6103,0,1,4,Other Arab League Countries,PARTS FOR WORK TRUCKS,87099000
6104,0,0,7,Islamic not Arabic countries,PARTS FOR WORK TRUCKS,87099000
6105,0,2,210,"Asian not Arabic ,not Islamic",PARTS FOR WORK TRUCKS,87099000
6106,0,0,0,Other Country Groups,PARTS FOR WORK TRUCKS,87099000
6107,476,0,1,Other Arab League Countries,MOTORCYCLES 51 TO 250 CC,87112000
6108,63,0,0,Other Country Groups,MOTORCYCLES 51 TO 250 CC,87112000
6109,353,0,1,Other Arab League Countries,MOTORCYCLES 251 TO 500 CC,87113000
6110,24,0,1,Other Country Groups,MOTORCYCLES 251 TO 500 CC,87113000
6111,3,0,1,European Union,MOTORCYCLES 501 TO 800 CC,87114000
6112,24,0,0,Other Country Groups,MOTORCYCLES 501 TO 800 CC,87114000
6113,32,0,2,Gulf Cooperation Council,MOTORCYCLES OVER 800 CC,87115000
6114,5,0,1,European Union,MOTORCYCLES OVER 800 CC,87115000
6115,32,0,0,Other Country Groups,MOTORCYCLES OVER 800 CC,87115000
6116,325,0,1,Gulf Cooperation Council,SIDECARS AND THE LIKE OF MOTORCYCLES CYCLES,87119000
6117,3788,1,10,Other Arab League Countries,SIDECARS AND THE LIKE OF MOTORCYCLES CYCLES,87119000
6118,15544,0,0,Other Country Groups,SIDECARS AND THE LIKE OF MOTORCYCLES CYCLES,87119000
6119,0,0,2,Other Arab League Countries,"WHEEL RIMS AND SPOKES, BICYCLES",87149200
6120,0,0,0,Other Country Groups,"WHEEL RIMS AND SPOKES, BICYCLES",87149200
6121,0,0,1,Gulf Cooperation Council,BABY CARRIAGES,87150010
6122,0,0,1,Other Country Groups,BABY CARRIAGES,87150010
6123,0,1,4,Gulf Cooperation Council,"TRAILERS FOR HOUSING OR CAMPING, NOT MECHANICAL",87161000
6124,0,0,6,Other Arab League Countries,"TRAILERS FOR HOUSING OR CAMPING, NOT MECHANICAL",87161000
6125,0,2,12,Gulf Cooperation Council,"TANKER TRAILERS, NOT MECHANICAL",87163100
6126,0,0,5,Other Arab League Countries,"TANKER TRAILERS, NOT MECHANICAL",87163100
6127,0,0,2,"Asian not Arabic ,not Islamic","TANKER TRAILERS, NOT MECHANICAL",87163100
6128,0,0,0,Other Country Groups,"TANKER TRAILERS, NOT MECHANICAL",87163100
6129,0,1,3,Gulf Cooperation Council,"TRAILERS FOR PUBLIC WORKS, NOT MECHANICAL",87163910
6130,0,2,5,Other Arab League Countries,"TRAILERS FOR PUBLIC WORKS, NOT MECHANICAL",87163910
6131,0,0,0,Other Country Groups,"TRAILERS FOR PUBLIC WORKS, NOT MECHANICAL",87163910
6132,0,1,3,Other Arab League Countries,"REFRIGERATOR TRAILERS FOR TRANSPORT, NOT MECHANICAL",87163920
6133,0,0,0,Other Country Groups,"REFRIGERATOR TRAILERS FOR TRANSPORT, NOT MECHANICAL",87163920
6134,0,1,5,Gulf Cooperation Council,TRAILERS WITH LOW PLATFORMS FOR HEAVY EQUIPMENT,87163970
6135,0,1,4,Other Arab League Countries,TRAILERS WITH LOW PLATFORMS FOR HEAVY EQUIPMENT,87163970
6136,0,1,5,"Asian not Arabic ,not Islamic",TRAILERS WITH LOW PLATFORMS FOR HEAVY EQUIPMENT,87163970
6137,0,2,9,Gulf Cooperation Council,"OTHER TRAILERS FOR TRANSPORT OF GOODS, NOT MECHANICAL",87163990
6138,0,0,2,Other Arab League Countries,"OTHER TRAILERS FOR TRANSPORT OF GOODS, NOT MECHANICAL",87163990
6139,0,0,3,Islamic not Arabic countries,"OTHER TRAILERS FOR TRANSPORT OF GOODS, NOT MECHANICAL",87163990
6140,0,0,4,"Asian not Arabic ,not Islamic","OTHER TRAILERS FOR TRANSPORT OF GOODS, NOT MECHANICAL",87163990
6141,0,0,1,European Union,"OTHER TRAILERS FOR TRANSPORT OF GOODS, NOT MECHANICAL",87163990
6142,0,1,10,Gulf Cooperation Council,"OTHER TRAILERS, NOT ELSEWHERE",87164090
6143,0,0,0,Other Country Groups,"OTHER TRAILERS, NOT ELSEWHERE",87164090
6144,3027,0,1,Gulf Cooperation Council,CARRIAGES FOR CARRYING AND HAULING CARPETS,87168014
6145,2615,0,1,Gulf Cooperation Council,"OTHER VEHICLES NON-MECHANICAL, NOT ELSEWHERE",87168090
